Industry type,Industry,ERA species ID,CAAB code,Scientific_name,Common_name,IUCN system,Number,subspecies,EPBC status,Seabird,Migratory listed,Marine listed,Cetacean listed,Bioregional_conservation_status,Type,Report_Table_Num,F Overall Risk,F Overall Risk table reference,Tentative final risk score,Tentative final risk score table reference,Risk Score,Potential_Impact,Potential_Impact_Significance,Consequence Score (1-6),Notes,EIA assessment,"Bookmark name in Tess' ""BASS STRAIT"" folder",Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1044,41116013,Pseudorca crassidens,False killer whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,,,Medium,Table 2.26,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1083,41116018,Steno bredanensis,Rough-toothed dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,,,Medium,Table 2.26,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1091,41116019,Tursiops truncatus s. str.,Bottlenose Dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,,,Medium,Table 2.26,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1494,41116020,Tursiops aduncus,Indian Ocean bottlenose dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,,,Medium,Table 2.26,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,216,41131001,Arctocephalus forsteri,New Zealand fur seal,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,,,Medium,Table 2.26,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,253,41131003,Arctocephalus pusillus,Australian fur Seal,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,,,Medium,Table 2.26,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,263,41131004,Arctocephalus Tropicalis,Subantarctic fur seal,Marine,,,Endangered,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,,,Low,Table 2.26,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1000,41131005,Neophoca cinerea,Australian sea lion,Terrestrial/Marine,,,Endangered,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,,,Medium,Table 2.26,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,295,41136001,Hydrurga leptonyx,Leopard seal,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,,,Medium,Table 2.26,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,993,41136004,Mirounga leonina,Southern elephant seal,Terrestrial/Marine,,,Vulnerable,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,,,Medium,Table 2.26,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,6303,6303,Hippocampus kelloggi,Kellogg's seahorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1010,37282001,Phycodurus eques,Leafy seadragon,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1011,37282002,Phyllopteryx taeniolatus,Common seadragon,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1089,37282006,Trachyrhamphus bicoarctatus,Bentstick pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1092,37282008,Urocampus carinirostris,Hairy pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,980,37282009,Lissocampus runa,Javelin pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,946,37282010,Hippocampus abdominalis,Bigbelly seahorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,953,37282011,Histiogamphelus briggsii,Crested pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,961,37282012,Hypselognathus rostratus,Knifesnout pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,978,37282013,Leptoichthys fistularius,Brushtail pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,966,37282014,Kaupus costatus,Deepbody pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,995,37282015,Mitotichthys semistriatus,Halfbanded pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,979,37282016,Lissocampus caudalis,Smooth pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1026,37282017,Stigmatopora argus,Spotted pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1027,37282018,Stigmatopora nigra,Widebody pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1028,37282019,Stipecampus cristatus,Ringback pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1061,37282021,Pugnaso curtirostris,Pugnose pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,994,37282022,Mitotichthys mollisoni,Mollison's pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1094,37282023,Vanacampus phillipi,Port Phillip pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1095,37282024,Vanacampus poecilolaemus,Longsnout pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,996,37282025,Mitotichthys tuckeri,Tucker's pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,947,37282026,Hippocampus breviceps,Shorthead seahorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,952,37282027,Hippocampus whitei,White's seahorse,Marine,,,Endangered,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,1073,37282029,Solegnathus spinosissimus,Spiny pipehorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,105,37282034,Acentronura australe,Southern pygmy pipehorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,580,37282055,Cosmocampus howensis,Lord Howe pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
Fishing,Southern and Eastern Scalefish and Shark Fishery (SESSF,904,37282061,Festucalex cinctus,Girdled pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 2.5. Protected species (PS) list for the SESSF CTS otter trawl sub-fishery.,Table 2.5 Protected Species,Low,Table 2.34,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/ERA%20report%20for%20CTS-%20Otter%20trawl%20fishery%20%28published%20June%202021%29.pdf,Not seabird,Not seabird,Not seabird
